value, var1, var2, var3, var4, var5, var6, var7, var8, var9, var10, var11, var12, var13, var14, var15, var16, var17, var18, var19,var20
12731.48781,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1,0,-1,0,-2,0,-4,-2
12727.48781,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1,0,-1,0,-2,0,-4
12727.48781,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1,0,-1,0,-2,0
12725.48781,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1,0,-1,0,-2
12725.48781,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1,0,-1,0
12722.48781,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1,0,-1
12722.48781,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1,0
12722.48781,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2,-1
12722.48781,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0,-2
12721.48781,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0,0
12720.48781,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0,0
12718.48781,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4,0
12715.48781,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1,-4
12713.48781,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0,-1
12710.48781,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2,0
12704.48781,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1,-2
12699.48781,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1,-1
12696.48781,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1,-1
12691.48781,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1,-1
12686.48781,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4,-1
12684.48781,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0,-4
12684.48781,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2,0
12684.48781,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0,-2
12684.48781,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3,0
12684.48781,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0,-3
12684.48781,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0,0
12812.43195,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0,0
12808.43195,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1,0
12806.43195,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1,-1
12806.43195,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2,-1
12806.43195,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3,-2
12806.43195,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2,-3
12805.43195,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3,-2
12804.43195,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6,-3
12798.43195,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5,-6
12798.43195,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3,-5
12797.43195,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5,-3
12796.43195,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5,-5
12796.43195,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2,-5
12793.43195,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0,-2
12790.43195,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0,0
12789.43195,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0,0
12783.43195,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0,0
12780.43195,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0,0
12778.43195,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414,0
12776.43195,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4,127.94414
12775.43195,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2,-4
12774.43195,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0,-2
12772.43195,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0,0
12771.43195,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0,0
12768.43195,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1,0
12765.43195,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1,-1
12763.43195,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6,-1
12762.43195,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0,-6
12759.43195,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1,0
12759.43195,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1,-1
12758.43195,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0,-1
12754.43195,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3,0
12752.43195,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3,-3
12747.43195,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1,-3
12747.43195,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6,-1
12743.43195,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3,-6
12741.43195,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2,-3
12740.43195,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2,-2
12736.43195,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1,-2
12736.43195,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1,-1
12735.43195,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2,-1
12735.43195,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1,-2
12733.43195,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3,-1
12733.43195,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3,-3
12733.43195,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2,-3
12731.43195,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1,-2
12731.43195,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3,-1
12731.43195,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0,-3
12731.43195,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1,0
12731.43195,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4,-1
12731.43195,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2,-4
12729.43195,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5,-2
12728.43195,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0,-5
12728.43195,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4,0
12727.43195,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2,-4
12727.43195,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1,-2
12727.43195,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4,-1
12725.43195,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0,-4
12723.43195,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1,0
12721.43195,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0,-1
12718.43195,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2,0
12714.43195,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0,-2
12711.43195,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0,0
12710.43195,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2,0
12707.43195,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0,-2
12703.43195,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0,0
12701.43195,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0,0
12697.43195,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0,0
12697.43195,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0,0
12696.43195,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2,0
12695.43195,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1,-2
12694.43195,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0,-1
12692.43195,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1,0
12691.43195,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0,-1
12691.43195,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0,0
12687.43195,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2,0
12685.43195,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2,-2
12684.43195,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2,-2
12681.43195,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3,-2
12678.43195,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4,-3
12676.43195,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3,-4
12674.43195,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1,-3
12670.43195,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3,-1
12669.43195,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4,-3
12666.43195,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2,-4
12664.43195,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4,-2
12662.43195,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0,-4
12660.43195,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1,0
12657.43195,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1,-1
12655.43195,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1,-1
12654.43195,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2,-1
12650.43195,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1,-2
12649.43195,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0,-1
12647.43195,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4,0
12642.43195,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2,-4
12634.43195,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1,-2
12633.43195,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-1
12628.43195,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3
12628.43195,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2,-3
12626.43195,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2,-2
12624.43195,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4,-2
12622.43195,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1,-4
12619.43195,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3,-1
12615.43195,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2,-3
12614.43195,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2,-2
12610.43195,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2,-2
12609.43195,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3,-2
12607.43195,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2,-3
12606.43195,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1,-2
12599.43195,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4,-1
12596.43195,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1,-4
12593.43195,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2,-1
12593.43195,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5,-2
12592.43195,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8,-5
12589.43195,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1,-8
12586.43195,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5,-1
12581.43195,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0,-5
12577.43195,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2,0
12574.43195,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2,-2
12570.43195,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2,-2
12569.43195,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3,-2
12569.43195,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4,-3
12568.43195,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1,-4
12566.43195,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4,-1
12565.43195,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1,-4
12565.43195,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2,-1
12562.43195,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1,-2
12560.43195,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7,-1
12559.43195,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3,-7
12557.43195,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3,-3
12553.43195,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0,-3
12552.43195,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1,0
12551.43195,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3,-1
12550.43195,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3,-3
12548.43195,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5,-3
12545.43195,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4,-5
12543.43195,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3,-4
12542.43195,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4,-3
12542.43195,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1,-4
12542.43195,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0,-1
12539.43195,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1,0
12538.43195,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2,-1
12535.43195,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1,-2
12530.43195,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0,-1
12525.43195,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3,0
12523.43195,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2,-3
12523.43195,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1,-2
12521.43195,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2,-1
12520.43195,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4,-2
12519.43195,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1,-4
12515.43195,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1,-1
12513.43195,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1,-1
12511.43195,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2,-1
12505.43195,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3,-2
12503.43195,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2,-3
12501.43195,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1,-2
12497.43195,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0,-1
12495.43195,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0,0
12493.43195,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3,0
12693.01288,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1,-3
12691.01288,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3,-1
12686.01288,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5,-3
12685.01288,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5,-5
12681.01288,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2,-5
12681.01288,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0,-2
12678.01288,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2,0
12677.01288,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1,-2
12673.01288,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1,-1
12670.01288,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4,-1
12668.01288,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2,-4
12666.01288,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2,-2
12664.01288,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6,-2
12662.01288,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2,-6
12659.01288,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2,-2
12659.01288,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4,-2
12659.01288,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2,-4
12657.01288,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2,-2
12656.01288,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308,-2
12651.01288,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2,199.5809308
12647.01288,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5,-2
12645.01288,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1,-5
12643.01288,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4,-1
12643.01288,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0,-4
12642.01288,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3,0
12637.01288,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1,-3
12635.01288,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4,-1
12635.01288,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3,-4
12630.01288,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2,-3
12628.01288,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2,-2
12622.01288,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2,-2
12622.01288,0,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2,-2
12619.01288,-3,0,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3,-2
12618.01288,-1,-3,0,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0,-3
12616.01288,-2,-1,-3,0,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0,0
12614.01288,-2,-2,-1,-3,0,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2,0
12613.01288,-1,-2,-2,-1,-3,0,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1,-2
12610.01288,-3,-1,-2,-2,-1,-3,0,-6,-2,-5,0,-2,-5,-1,0,-2,-2,-4,-5,-1
